customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4110-BYGJO,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.81,819.07,No
5116-XPWDF,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),91.17,1045.98,No
0911-DLPQW,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.2,140.95,Yes
3092-TIBCC,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.38,,Yes
3218-WXMUI,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.29,,No
0744-TMTTR,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),80.61,2081.67,No
5231-LHTLR,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),65.93,2676.26,No
0601-RFVLS,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.19,702.88,No
3774-IRYKE,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,60.14,1229.71,No
0727-RZVDK,Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.17,1661.3,Yes
1402-KNLDV,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,78.14,499.29,Yes
0336-GTWZG,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.44,174.73,Yes
4478-FAEXM,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.29,13.97,Yes
3664-CQVFT,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.3,514.33,No
0875-OUJXJ,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,68.85,2175.09,No
2766-XESMU,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.75,476.75,No
2630-ZMZUH,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,65.69,1839.08,Yes
1515-XYOJT,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.21,835.21,Yes
3279-YZKGT,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.33,1525.01,Yes
2333-ZDFEX,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.36,1852.85,No
0563-HCAFC,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.11,239.71,No
1708-RBUOC,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.66,904.88,Yes
0938-XJMBG,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.3,162.3,Yes
2134-EDVQQ,Female,0,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),51.65,3447.06,Yes
3416-PDBOY,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.06,3819.71,No
4627-UNDSG,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.31,262.51,Yes
1560-EVXOS,Female,0,No,No,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,78.52,2774.62,No
0612-QLYQD,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),62.09,3648.78,No
3547-BFYQG,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,77.44,4143.1,No
5141-QOBUN,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.29,297.02,No
4241-CJENR,Male,1,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.54,168.17,Yes
1919-LKJLF,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.33,232.91,No
2711-YXMRP,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,669.89,No
4674-JMBZD,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.72,4854.5,No
3980-VXWHH,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),91.55,6434.2,Yes
3560-HEUNX,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.71,3571.52,Yes
2274-GQUXS,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.78,2020.11,Yes
4176-JVNTJ,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.23,90.73,Yes
3459-OKYVV,Female,1,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.16,305.34,Yes
3930-ZKQOM,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,87.71,5842.44,No
0826-VAYZL,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.74,,Yes
3526-JZQSD,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.2,1426.92,No
1541-IFASZ,Male,0,No,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,50.34,3262.65,No
3071-RFATX,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.01,639.43,Yes
0046-NICRP,Male,1,No,Yes,33,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,68.55,2214.44,No
0997-ESBRN,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.74,2243.57,Yes
2227-EHFRY,Male,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1052.08,No
3323-SSHOJ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.15,156.01,Yes
3874-KTCBB,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.92,1186.02,Yes
5044-JELJY,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,86.37,4981.09,No
3252-FYXOZ,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.52,1153.67,No
3432-CBPHJ,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.87,,No
4402-WMLCH,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.59,967.43,Yes
1443-DWNMJ,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,59.64,2581.65,No
2726-FEFCP,Male,0,No,Yes,61,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,67.78,3820.3,No
4553-BIISN,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,69.59,2700.22,No
2439-EDLZZ,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,92.54,1835.8,No
3757-UQWCY,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.52,1656.66,No
4857-NWJYZ,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,87.86,869.19,Yes
0950-SHAHG,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,94.85,2218.68,Yes
3653-ERETN,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.54,321.44,Yes
0838-SLDZJ,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.81,2880.72,Yes
4370-TZQWZ,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.5,305.89,No
0043-FLFIL,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.11,1412.41,No
4960-CMPNA,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,91.49,2064.38,Yes
0687-BRGOF,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,76.14,3411.87,No
1438-JGSUF,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.41,,Yes
3034-HXSJK,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.14,816.77,Yes
4066-DWPWN,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.66,283.29,No
4723-KTIWP,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,78.59,4987.75,No
3443-SKRVS,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.01,4845.48,Yes
0852-CTSGQ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.93,2011.5,Yes
1482-IMXQX,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.64,84.04,No
0089-GDEHH,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.09,265.68,Yes
2454-XVWEN,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.55,385.04,No
3704-LRZEG,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,90.53,2423.64,No
0919-MUNRS,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.72,2395.34,Yes
2485-HUVVU,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.66,926.35,No
0588-QVWRV,Male,1,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),78.68,964.53,No
1327-GOXMA,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.47,1584.55,Yes
5259-TFADR,Male,0,No,Yes,67,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,61.44,3982.12,No
2509-HQHJL,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.05,4292.62,No
0386-LBDKZ,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.48,1328.47,No
1625-UXEHO,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,89.13,2598.16,Yes
2478-FPMGL,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),101.8,6792.16,No
3544-FNBPB,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.56,1574.18,No
3127-UTRCK,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,83.4,2594.95,No
4983-CYDUI,Male,1,No,Yes,40,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.62,3778.29,Yes
0584-LIKCY,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,86.29,5214.56,Yes
0813-WMYPE,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,59.42,413.73,No
2579-LQHKZ,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.02,433.05,Yes
0193-NQBHK,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.3,485.08,Yes
4115-SFRRJ,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.03,5320.13,No
3485-PODTO,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.99,166.67,No
2185-FJXDJ,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.7,294.27,Yes
1419-VWVXN,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,94.98,2402.11,No
4573-HPHNG,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.17,36.52,No
4179-LJADO,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.17,1214.68,No
3016-OLJGX,Male,1,No,Yes,0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.87,,Yes
2246-ROYXS,Male,1,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.78,48.66,No
1083-GQDMZ,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.64,5999.14,Yes
2268-FBIZI,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,72.78,2730.04,No
2717-NAJCH,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,75.48,2670.96,Yes
3942-THQCG,Male,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.72,663.34,Yes
2659-XEUQO,Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),76.53,1799.16,No
3546-DGDNH,Female,1,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.23,650.94,No
5140-ENWTA,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.68,898.27,Yes
2973-ALFHN,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.61,749.81,No
0912-CURAK,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.36,1802.16,No
1580-SSJPA,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.7,1205.53,Yes
3983-ORZEE,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.15,,Yes
0559-ZZJMT,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.37,2906.29,No
3772-GQPYY,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),87.99,2212.21,No
4523-IJOMA,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.27,3714.39,Yes
4005-GTOFB,Female,0,No,Yes,57,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,71.99,3929.2,No
0382-WRTEC,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.44,5535.95,No
2887-BZLNX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.47,6411.82,Yes
2403-AHEKL,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.14,962.89,Yes
3285-VTLOB,Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,69.75,3690.21,No
3433-JHPUT,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.74,2090.12,No
3118-EAXQB,Male,1,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.25,5259.14,No
3302-VVQNV,Female,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.07,1463.62,No
3910-YPCOQ,Male,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,80.85,2484.52,No
4961-OJKAM,Male,1,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,84.11,3075.13,No
3210-JHLYT,Female,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.16,546.21,No
1763-MGZQQ,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,76.37,2861.57,No
5221-QWFRQ,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.59,3894.53,No
1483-YMVSC,Male,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.18,4580.87,No
3498-WAAWC,Male,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,89.19,2501.73,Yes
1099-TAKAT,Male,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,65.63,296.87,No
1470-KXSFC,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.67,2675.49,Yes
0970-XCOQI,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.87,789.42,No
2447-USFAM,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,85.52,594.11,No
0979-NEILH,Female,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.53,4271.74,No
4646-FXWPP,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.06,805.81,No
4294-FUMZU,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.36,1544.47,No
3853-FHXYR,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,83.5,4110.53,No
0548-VBPDM,Female,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.58,,No
4435-DYLXF,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.9,830.91,No
0327-VGEHV,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.04,,Yes
5165-IMFWN,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.25,444.92,No
1628-BXKLJ,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,70.2,1229.99,No
2130-XJSDU,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,93.03,3811.17,Yes
1365-PSAMF,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.69,736.64,Yes
2097-ADRRO,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.14,3356.23,No
2997-VHFJF,Female,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.61,1708.24,No
1177-BHAEB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.92,243.12,No
4426-ZUUCX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,436.56,Yes
2272-LYTMO,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),72.96,4791.54,Yes
1547-KLKAF,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),67.74,1699.81,No
1894-MDUTW,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.6,1501.06,Yes
3111-RQWKC,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),62.11,2541.56,No
1345-EOXGS,Male,1,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),88.72,2680.17,Yes
4387-RHXVT,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.96,1689.14,No
2330-NWEXP,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.93,,No
2269-VAKYC,Male,0,No,No,56,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),57.88,3168.95,No
3785-OPOQA,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.96,205.83,Yes
5112-UOBYN,Male,1,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),91.61,4354.18,No
1532-OEYPQ,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.7,342.67,Yes
1674-UFGJN,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.59,550.28,Yes
2715-JPEGO,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.86,1256.24,No
